Drink Name,Size,Sugar Level,Calories from Fat,Total Fat,Saturated Fat,Trans Fat,Cholesterol (mg),Sodium(mg),Carbohydrates,Fiber,Sugar,Protein,Calcium %,Allergen Statement (English)
Mango Snow,Medium,100%,20,2,2,0,0,115,95,3,62,<1,6%,
Mango Snow,Large,100%,25,3,3,0,1,160,132,4,88,1,6%,
Pineapple Slush,Medium,100%,0,0,0,0,0,30,83,1,70,1,0%,
Pineapple Slush,Large,100%,0,0,0,0,0,40,111,2,93,1,0%,
Pina Colada Slush,Medium,100%,0,24,18,0,0,33,75,1,41,2,2%,
Pina Colada Slush,Large,100%,0,30,23,0,22,42,102,2,55,2,4%,
Passion Fruit Slush,Medium,0%,0,0,0,0,0,10,44,0,42,0,0%,
Passion Fruit Slush,Medium,30%,0,0,0,0,0,10,51,0,49,0,0%,
Passion Fruit Slush,Medium,50%,0,0,0,0,0,10,53,0,52,0,0%,
Passion Fruit Slush,Medium,70%,0,0,0,0,0,10,58,0,56,0,0%,
Passion Fruit Slush,Medium,100%,0,0,0,0,0,10,63,0,61,0,0%,
Passion Fruit Slush,Large,0%,0,0,0,0,0,15,61,0,59,0,0%,
Passion Fruit Slush,Large,30%,0,0,0,0,0,15,68,0,66,0,0%,
Passion Fruit Slush,Large,50%,0,0,0,0,0,15,75,0,73,0,0%,
Passion Fruit Slush,Large,70%,0,0,0,0,0,15,80,,78,0,0%,
Passion Fruit Slush,Large,100%,0,0,0,0,0,15,90,0,87,0,0%,
Matcha Red Bean,Medium,100%,0,8,3,0,0,1,98,3,60,10,45%,
Matcha Red Bean,Large,100%,0,12,5,0,1,2,148,5,88,14,60%,
Strawberry Milk Slush,Medium,100%,50,6,4,0,25,100,70,0,66,6,20%,
Strawberry Milk Slush,Large,100%,70,8,5,0,35,140,104,0,98,8,30%,
Caribbean Breeze Slush,Medium,100%,0,0,0,0,0,0,74,0,70,0,,
Caribbean Breeze Slush,Large,100%,0,0,0,0,0,0,95,0,90,0,0%,
Oreo Slush,Medium,100%,70,8,5,0,10,280,87,4,38,5,20%,
Oreo Slush,Large,100%,100,11,6,0,15,350,109,5,50,7,25%,
Blueberry Creamsicle,Medium,100%,26,3,3,0,1,261,136,3,102,1,8%,
Blueberry Creamsicle,Medium,70%,26,3,3,0,1,260,119,3,86,1,8%,
Blueberry Creamsicle,Medium,50%,26,3,3,0,1,260,110,3,77,1,8%,
Blueberry Creamsicle,Medium,30%,26,3,3,0,1,260,100,3,67,1,8%,
Blueberry Creamsicle,Medium,0%,26,3,3,0,1,260,84,3,51,1,8%,
Blueberry Creamsicle,Large,100%,38,4,4,0,1,351,180,5,130,2,10%,
Blueberry Creamsicle,Large,70%,38,4,4,0,1,351,161,5,111,2,10%,
Blueberry Creamsicle,Large,50%,38,4,4,0,1,350,147,5,98,2,10%,
Blueberry Creamsicle,Large,30%,38,4,4,0,1,350,133,5,84,2,10%,
Blueberry Creamsicle,Large,0%,38,4,4,0,1,350,114,5,65,2,10%,
Blueberry Lemon Slush,Medium,100%,0,0,0,0,0,161,105,0,105,0,0%,
Blueberry Lemon Slush,Medium,70%,0,1,0,0,0,161,86,0,86,0,0%,
Blueberry Lemon Slush,Medium,50%,0,0,0,0,0,160,74,0,75,0,0%,
Blueberry Lemon Slush,Medium,30%,0,0,0,0,0,160,65,0,65,0,0%,
Blueberry Lemon Slush,Medium,0%,0,0,0,0,0,160,47,0,47,0,0%,
Blueberry Lemon Slush,Large,100%,1,0,0,0,0,201,124,0,123,0,0%,
Blueberry Lemon Slush,Large,70%,1,0,0,0,0,201,105,0,105,0,0%,
Blueberry Lemon Slush,Large,50%,1,0,0,0,0,201,91,0,91,0,0%,
Blueberry Lemon Slush,Large,30%,1,0,0,0,0,200,77,0,77,0,0%,
Blueberry Lemon Slush,Large,0%,1,0,0,0,0,200,58,0,58,0,0%,
Kiwi Yogurt Slush,Medium,100%,13,1,1,0,0,89,86,2,66,2,6%,
Kiwi Yogurt Slush,Medium,70%,13,1,1,0,0,89,79,2,59,2,6%,
Kiwi Yogurt Slush,Medium,50%,13,1,1,0,0,89,74,2,54,2,6%,
Kiwi Yogurt Slush,Medium,30%,13,1,1,0,0,89,70,2,49,2,6%,
Kiwi Yogurt Slush,Medium,0%,13,1,1,0,0,89,63,6,43,2,6%,
Kiwi Yogurt Slush,Large,100%,17,2,2,0,1,125,119,2,38,3,10%,
Kiwi Yogurt Slush,Large,70%,17,2,2,0,1,125,110,2,82,3,10%,
Kiwi Yogurt Slush,Large,50%,17,2,2,0,1,125,102,2,75,3,10%,
Kiwi Yogurt Slush,Large,30%,17,2,2,0,1,124,98,2,70,3,10%,
Kiwi Yogurt Slush,Large,0%,17,2,2,0,1,124,88,61,61,3,10%,
Honey Guava Slush,Medium,100%,0,0,0,0,0,28,67,0,61,0,0%,
Honey Guava Slush,Medium,70%,0,0,0,0,0,28,59,0,54,0,0%,
Honey Guava Slush,Large,100%,0,0,0,0,0,36,89,0,81,0,0%,
Honey Guava Slush,Large,70%,0,0,0,0,0,36,78,0,72,0,0%,
S'mores Slush,Medium,100%,110,13,10,0,0,330,140,7,70,5,10%,
S'mores Slush,Medium,70%,110,13,10,0,0,330,126,7,57,5,10%,
S'mores Slush,Medium,50%,110,13,10,0,0,330,119,7,50,5,10%,
S'mores Slush,Medium,30%,110,13,10,0,0,330,112,7,43,5,10%,
S'mores Slush,Medium,0%,110,13,10,0,0,330,98,7,29,5,10%,
S'mores Slush,Large,100%,140,15,13,0,0,380,168,8,84,6,15%,
S'mores Slush,Large,70%,140,15,13,0,0,380,154,8,70,6,15%,
S'mores Slush,Large,50%,140,15,13,0,0,380,144,8,61,6,15%,
S'mores Slush,Large,30%,140,15,13,0,0,380,135,8,52,6,15%,
S'mores Slush,Large,0%,140,15,13,0,0,380,121,8,38,6,15%,
S'mores Slush with Coffee,Medium,100%,110,13,10,0,0,330,140,7,70,5,10%,
S'mores Slush with Coffee,Medium,70%,110,13,10,0,0,330,126,7,57,5,10%,
S'mores Slush with Coffee,Medium,50%,110,13,10,0,0,330,119,7,50,5,10%,
S'mores Slush with Coffee,Medium,30%,110,13,10,0,0,330,112,7,43,5,10%,
S'mores Slush with Coffee,Medium,0%,110,13,10,0,0,330,98,7,29,5,10%,
S'mores Slush with Coffee,Large,100%,140,15,13,0,0,380,168,8,84,6,15%,
S'mores Slush with Coffee,Large,70%,140,15,13,0,0,380,154,8,70,6,15%,
S'mores Slush with Coffee,Large,50%,140,15,13,0,0,380,144,8,61,6,15%,
S'mores Slush with Coffee,Large,30%,140,15,13,0,0,380,135,8,52,6,15%,
S'mores Slush with Coffee,Large,0%,140,15,13,0,0,380,121,8,38,6,15%,
White Grape Slush,Medium,100%,0,0,0,0,0,15,69,0,66,0,0%,
White Grape Slush,Medium,70%,0,0,0,0,0,15,62,0,59,0,0%,
White Grape Slush,Medium,50%,0,0,0,0,0,15,57,0,54,0,0%,
White Grape Slush,Medium,30%,0,0,0,0,0,15,53,0,49,0,0%,
White Grape Slush,Medium,0%,0,0,0,0,0,15,46,0,42,0,0%,
White Grape Slush,Large,100%,0,0,0,0,0,20,88,0,83,0,0%,
White Grape Slush,Large,70%,0,0,0,0,0,20,78,0,74,0,0%,
White Grape Slush,Large,50%,0,0,0,0,0,20,71,0,67,0,0%,
White Grape Slush,Large,30%,0,0,0,0,0,20,66,0,62,0,0%,
White Grape Slush,Large,0%,0,0,0,0,0,20,57,0,53,0,0%,
Cocoa Lava Slush,Medium,100%,90,24,19,0,10,380,133,8,73,9,15%,
Cocoa Lava Slush,Medium,70%,90,24,19,0,10,380,121,8,62,9,15%,
Cocoa Lava Slush,Medium,50%,90,24,19,0,10,380,114,8,55,9,15%,
Cocoa Lava Slush,Medium,30%,90,24,19,0,10,380,109,8,50,9,15%,
Cocoa Lava Slush,Medium,0%,90,24,19,0,10,380,97,8,39,9,15%,
Cocoa Lava Slush,Large,100%,96,28,22,0,15,447,160,9,88,10,15%,
Cocoa Lava Slush,Large,70%,96,28,22,0,15,447,146,9,75,10,15%,
Cocoa Lava Slush,Large,50%,96,28,22,0,15,447,137,9,66,10,15%,
Cocoa Lava Slush,Large,30%,96,28,22,0,15,447,127,9,56,10,15%,
Cocoa Lava Slush,Large,0%,96,28,22,0,15,447,113,9,43,10,15%,
Passion Grape Slush,Medium,100%,0,0,0,0,0,20,82,0,75,0,0%,
Passion Grape Slush,Medium,70%,0,0,0,0,0,20,74,0,68,0,0%,
Passion Grape Slush,Large,100%,0,0,0,0,0,27,109,0,100,0,0%,
Passion Grape Slush,Large,70%,0,0,0,0,0,27,101,0,93,0,0%,
Passion Fruit Swirl (Minion Mischief),Medium,100%,130,14,7,0,16,355,98,2,42,2,6%,
Passion Fruit Swirl (Minion Mischief),Medium,70%,130,14,7,0,16,355,95,2,39,2,6%,
Passion Fruit Swirl (Minion Mischief),Medium,50%/30%,130,14,7,0,16,355,95,2,39,2,6%,
Passion Fruit Swirl (Minion Mischief),Large,100%,178.52,20,10,0,22,482,132,2,56,3,8%,
Passion Fruit Swirl (Minion Mischief),Large,70%,178.52,20,10,0,22,482,127,2,51,3,8%,
Passion Fruit Swirl (Minion Mischief),Large,50%,178.52,20,10,0,22,482,126,2,50,3,8%,
Passion Fruit Swirl (Minion Mischief),Large,30%,178.52,,10,0,22,482,125,2,50,3,8%,
Fruity Flurry (Kirby's Fruity Flurry),Medium,100%,0,0,0,0,0,55,97,1,84,0,0%,
Fruity Flurry (Kirby's Fruity Flurry),Medium,70%,0,0,0,0,0,55,87,<1,74,0,0%,
Fruity Flurry (Kirby's Fruity Flurry),Large,100%,0,0,0,0,0,147,129,1,121,0,1%,
Fruity Flurry (Kirby's Fruity Flurry),Large,70%,0,0,0,0,0,147,121,1,114,0,1%,
Tropical Punch (Pikmin Tropical Punch),Large,100%,0,0,0,0,0,20,97,0,90,0,4%,
Tropical Punch (Pikmin Tropical Punch),Large,70%,0,0,0,0,0,20,94,0,87,0,4%,
Tropical Punch (Pikmin Tropical Punch),Large,30%/50%,0,0,0,0,0,20,91,0,85,0,4%,
Tropical Punch (Pikmin Tropical Punch),Large,0%,0,0,0,0,0,20,88,0,82,0,4%,
Tropical Slush (Pikmin Tropical Slush),Large,100%,0,0,0,0,0,25,108,0,100,0,6%,
Tropical Slush (Pikmin Tropical Slush),Large,70%,0,0,0,0,0,25,105,0,97,0,6%,
Tropical Slush (Pikmin Tropical Slush),Large,30%/50%,0,0,0,0,0,25,102,0,95,0,6%,
Tropical Slush (Pikmin Tropical Slush),Large,0%,0,0,0,0,0,25,99,0,92,0,6%,
Pistachio Milk Tea,Medium,100%,0,11,10,0,0,125,86,0,68,<1,6%,
Pistachio Milk Tea,Medium,70%,0,11,10,0,0,125,83,0,65,<1,6%,
Pistachio Milk Tea,Medium,30%/50%,0,11,10,0,0,125,81,0,63,<1,6%,
Pistachio Milk Tea,Medium,0%,0,11,10,0,0,125,77,0,60,<1,6%,
Pistachio Milk Tea,Large,100%,0,16,15,0,0,170,112,0,86,1,10%,
Pistachio Milk Tea,Large,70%,0,16,15,0,0,170,109,0,83,1,10%,
Pistachio Milk Tea,Large,30%/50%,0,16,15,0,0,170,107,0,82,1,10%,
Pistachio Milk Tea,Large,0%,0,16,15,0,0,170,103,0,78,1,10%,
Pistachio Milk Tea,Hot,100%,0,19,18,0,0,200,122,<1,92,2,10%,
Pistachio Milk Tea,Hot,70%,0,19,18,0,0,190,120,<1,90,2,10%,
Pistachio Milk Tea,Hot,30%/50%,0,19,18,0,0,190,118,<1,88,2,10%,
Pistachio Milk Tea,Hot,0%,0,19,18,0,0,190,115,<1,85,2,10%,
Pistachio Latte,Medium,100%,0,4,3.5,0,0,85,67,0,60,0,2%,
Pistachio Latte,Medium,70%,0,4,3.5,0,0,85,64,0,57,0,2%,
Pistachio Latte,Large,100%,0,8,7,0,0,125,93,0,80,<1,4%,
Pistachio Latte,Large,70%,0,8,7,0,0,125,87,0,75,<1,4%,
Pistachio Latte,Hot,100%,0,11,10,0,0,130,89,0,71,<1,6%,
Pistachio Latte,Hot,70%,0,11,10,0,0,130,83,0,65,<1,6%,
Pistachio Almond Slush,Medium,100%,0,16,15,0,0,140,92,0,67,1,10%,
Pistachio Almond Slush,Large,100%,0,19,18,0,0,180,119,<1,90,2,10%,
Spooky Slush (Without Oreos),Large,100%,15,27,24,0,10,230,125,0,75,3,10%,
Spooky Slush (Without Oreos),Large,70%,15,27,24,0,10,230,111,0,62,3,10%,
Spooky Slush (Without Oreos),Large,50%,15,27,24,0,10,230,103,0,54,3,10%,
Spooky Slush (Without Oreos),Large,30%,15,27,24,0,10,230,96,0,48,3,10%,
Spooky Slush (Without Oreos),Large,0%,15,27,24,0,10,230,82,0,35,3,10%,
Spooky Slush (Spirit's Spooky Slush)(With Oreos),Large,100%,30,29,24,0,10,290,132,0,79,4,10%,
Spooky Slush (Spirit's Spooky Slush)(With Oreos),Large,70%,30,29,24,0,10,290,119,0,66,4,10%,
Spooky Slush (Spirit's Spooky Slush)(With Oreos),Large,50%,30,29,24,0,10,290,110,0,58,4,10%,
Spooky Slush (Spirit's Spooky Slush)(With Oreos),Large,30%,30,29,24,0,10,290,104,0,52,4,10%,
Spooky Slush (Spirit's Spooky Slush)(With Oreos),Large,0%,30,28,24,0,10,290,90,0,39,4,10%,
Espresso Thai Tea,Medium,100%,0,16,15,0,0,140,66,0,31,1,10%,
Espresso Thai Tea,Medium,70%,0,16,15,0,0,140,58,0,23,1,10%,
Espresso Thai Tea,Medium,50%,0,16,15,0,0,140,53,0,18,1,10%,
Espresso Thai Tea,Medium,30%,0,16,15,0,0,140,49,0,15,1,10%,
Espresso Thai Tea,Medium,0%,0,16,15,0,0,140,40,0,7,1,10%,
Espresso Thai Tea,Large,100%,0,24,21,0,<5,210,92,<1,42,2,15%,
Espresso Thai Tea,Large,70%,0,24,21,0,<5,210,82,<1,32,2,15%,
Espresso Thai Tea,Large,50%,0,24,21,0,<5,210,76,<1,26,2,15%,
Espresso Thai Tea,Large,30%,0,23,21,0,<5,200,70,<1,21,2,15%,
Espresso Thai Tea,Large,0%,0,23,21,0,<5,200,58,<1,10,2,15%,
Espresso Thai Tea,Hot,100%,0,24,21,0,<5,170,94,<1,50,2,15%,
Espresso Thai Tea,Hot,70%,0,24,21,0,<5,170,80,<1,37,2,15%,
Espresso Thai Tea,Hot,50%,0,24,21,0,<5,170,72,<1,29,2,15%,
Espresso Thai Tea,Hot,30%,0,23,21,0,<5,170,65,<1,23,2,15%,
Espresso Thai Tea,Hot,0%,0,23,21,0,<5,170,51,<1,10,2,15%,
Toffee Thai Tea,Medium,100%,0,11,10,0,0,115,75,0,48,<1,6%,
Toffee Thai Tea,Medium,70%,0,11,10,0,0,115,72,0,45,<1,6%,
Toffee Thai Tea,Medium,30%/50%,0,11,10,0,0,115,70,0,43,<1,6%,
Toffee Thai Tea,Medium,0%,0,11,10,0,0,115,66,0,40,<1,6%,
Toffee Thai Tea,Large,100%,0,16,15,0,0,160,93,0,55,1,10%,
Toffee Thai Tea,Large,70%,0,16,15,0,0,160,90,0,52,1,10%,
Toffee Thai Tea,Large,30%/50%,0,16,15,0,0,160,88,0,50,1,10%,
Toffee Thai Tea,Large,0%,0,16,15,0,0,160,84,0,47,1,10%,
Toffee Thai Tea,Hot,100%,0,24,21,0,<5,180,120,<1,76,2,15%,
Toffee Thai Tea,Hot,70%,0,23,21,0,<5,170,114,<1,71,2,15%,
Toffee Thai Tea,Hot,50%,0,23,21,0,<5,170,111,<1,68,2,15%,
Toffee Thai Tea,Hot,30%,0,23,21,0,<5,170,107,<1,65,2,15%,
Toffee Thai Tea,Hot,0%,0,23,21,0,<5,170,102,<1,60,2,15%,
Mangonada,Medium,100%,0,0,0,0,0,3160,83,0,63,0,0%,
Mangonada,Medium,70%,0,0,0,0,0,3130,62,0,47,0,0%,
Mangonada,Large,100%,0,0,0,0,0,3570,107,0,81,0,0%,
Mangonada,Large,70%,0,0,0,0,0,3540,86,0,65,0,0%,
Malted Milk Black/Green/Oolong/Thai Tea,Black Tea,100%,0,13,11,0,0,115,70,2,33,2,4%,
Malted Milk Black/Green/Oolong/Thai Tea,Green Tea,70%,0,13,11,0,0,115,67,2,30,2,4%,
Malted Milk Black/Green/Oolong/Thai Tea,Oolong Tea,50%,0,13,11,0,0,115,64,2,27,2,4%,
Malted Milk Black/Green/Oolong/Thai Tea,Thai Tea,30%,0,13,11,0,0,115,62,2,25,2,4%,
Malted Milk Black/Green/Oolong/Thai Tea,Thai Tea,0%,0,13,11,0,0,115,57,2,20,2,4%,
Malted Milk Black/Green/Oolong/Thai Tea,Black Tea,100%,0,14,12,0,0,125,82,2,40,2,4%,
Malted Milk Black/Green/Oolong/Thai Tea,Green Tea,70%,0,14,12,0,0,125,77,2,35,2,4%,
Malted Milk Black/Green/Oolong/Thai Tea,Oolong Tea,50%,0,14,12,0,0,125,74,2,32,2,4%,
Malted Milk Black/Green/Oolong/Thai Tea,Thai Tea,30%,0,14,12,0,0,125,70,2,29,2,4%,
Malted Milk Black/Green/Oolong/Thai Tea,Thai Tea,0%,0,14,12,0,0,125,65,2,24,2,4%,
Malted Milk Black/Green/Oolong/Thai Tea,Black Tea,100%,0,24,21,0,0,190,117,3,56,3,10%,
Malted Milk Black/Green/Oolong/Thai Tea,Green Tea,70%,0,24,21,0,0,190,109,3,48,3,10%,
Malted Milk Black/Green/Oolong/Thai Tea,Oolong Tea,50%,0,24,21,0,0,190,103,3,43,3,10%,
Malted Milk Black/Green/Oolong/Thai Tea,Thai Tea,30%,0,24,21,0,0,190,100,3,40,3,10%,
Malted Milk Black/Green/Oolong/Thai Tea,Thai Tea,0%,0,23,21,0,0,190,91,3,32,3,10%,
Malted Cocoa Bliss,Medium,100%,0,12,11,0,0,130,90,5,48,4,2%,
Malted Cocoa Bliss,Medium,70%,0,12,11,0,0,130,82,5,41,4,2%,
Malted Cocoa Bliss,Medium,50%,0,12,11,0,0,130,76,5,36,4,2%,
Malted Cocoa Bliss,Medium,30%,0,12,11,0,0,130,73,5,33,4,2%,
Malted Cocoa Bliss,Medium,0%,0,12,11,0,0,130,64,5,24,4,2%,
Malted Cocoa Bliss,Large,100%,0,20,18,0,<5,200,124,9,65,7,6%,
Malted Cocoa Bliss,Large,70%,0,20,18,0,<5,200,114,9,55,7,6%,
Malted Cocoa Bliss,Large,50%,0,20,18,0,<5,200,108,9,49,7,6%,
Malted Cocoa Bliss,Large,30%,0,20,18,0,<5,200,102,9,44,7,6%,
Malted Cocoa Bliss,Large,0%,0,20,18,0,<5,200,90,9,33,7,6%,
Peach Premiere Green Tea,Medium,100%,0,0,0,0,0,15,50,<1,45,0,0%,
Peach Premiere Green Tea,Medium,70%,0,0,0,0,0,15,46,<1,41,0,0%,
Peach Premiere Green Tea,Medium,30%/50%,0,0,0,0,0,15,44,<1,39,0,0%,
Peach Premiere Green Tea,Medium,0%,0,0,0,0,0,15,41,<1,36,0,0%,
Peach Premiere Green Tea,Large,100%,0,0,0,0,0,20,68,1,61,0,0%,
Peach Premiere Green Tea,Large,70%,0,0,0,0,0,20,65,1,58,0,0%,
Peach Premiere Green Tea,Large,50%,0,0,0,0,0,20,61,1,55,0,0%,
Peach Premiere Green Tea,Large,30%,0,0,0,0,0,20,60,1,53,0,0%,
Peach Premiere Green Tea,Large,0%,0,0,0,0,0,20,54,1,48,0,0%,
Spotlight Sipper,Medium,100%,0,0,0,0,0,10,50,0,45,0,0%,
Spotlight Sipper,Medium,70%,0,0,0,0,0,10,43,0,39,0,0%,
Spotlight Sipper,Medium,50%,0,0,0,0,0,10,36,0,32,0,0%,
Spotlight Sipper,Medium,30%,0,0,0,0,0,10,29,0,26,0,0%,
Spotlight Sipper,Large,100%,0,0,0,0,0,15,66,0,59,0,2%,
Spotlight Sipper,Large,70%,0,0,0,0,0,15,59,0,53,0,2%,
Spotlight Sipper,Large,50%,0,0,0,0,0,15,52,0,46,0,2%,
Spotlight Sipper,Large,30%,0,0,0,0,0,15,44,0,40,0,2%,
Peach's Showstopping Milk Tea,Medium,70%/100%,0,11,10,0,0,85,122,0,54,2,8%,
Peach's Showstopping Milk Tea,Medium,30%/50%,0,11,10,0,0,85,106,0,40,2,8%,
Peach's Showstopping Milk Tea,Medium,0%,0,11,10,0,0,85,90,0,26,2,8%,
Peach's Showstopping Milk Tea,Large,100%,0,16,15,0,0,120,179,0,78,3,10%,
Peach's Showstopping Milk Tea,Large,70%,0,16,15,0,0,120,163,0,64,3,10%,
Peach's Showstopping Milk Tea,Large,30%/50%,0,16,15,0,0,120,147,0,50,3,10%,
Peach's Showstopping Milk Tea,Large,0%,0,16,15,0,0,120,131,0,36,3,10%,
The Leading Lady,Medium,100%,30,10,9,0,15,190,64,0,46,1,0%,
The Leading Lady,Medium,70%,30,10,9,0,15,190,60,0,43,1,0%,
The Leading Lady,Medium,30%/50%,30,10,9,0,15,190,58,0,41,1,0%,
The Leading Lady,Medium,0%,30,10,9,0,15,190,55,0,38,1,0%,
The Leading Lady,Large,100%,45,15,14,0,25,290,86,0,61,2,0%,
The Leading Lady,Large,70%,45,15,14,0,25,290,81,0,57,2,0%,
The Leading Lady,Large,50%,45,15,14,0,25,290,78,0,54,2,0%,
The Leading Lady,Large,30%,45,15,14,0,25,290,75,0,51,2,0%,
The Leading Lady,Large,0%,45,15,14,0,25,290,69,0,46,2,0%,
Dragon Warrior,Medium,100%,0,0,0,0,0,3080,75,0,70,0,10%,
Dragon Warrior,Large,100%,0,0,0,0,0,3370,96,0,90,0,10%,
Po's Skadoosh Slush,Medium,100%,0,19,12,0,0,190,92,2,62,2,6%,
Po's Skadoosh Slush,Medium,70%,0,19,12,0,0,190,89,2,59,2,6%,
Po's Skadoosh Slush,Medium,30%/50%,0,19,12,0,0,190,86,2,56,2,6%,
Po's Skadoosh Slush,Medium,0%,0,18,12,0,0,190,79,2,50,2,6%,
Po's Skadoosh Slush,Large,100%,0,26,17,0,0,250,119,2,78,3,10%,
Po's Skadoosh Slush,Large,70%,0,26,17,0,0,250,114,2,73,3,10%,
Po's Skadoosh Slush,Large,50%,0,26,17,0,0,250,111,2,70,3,10%,
Po's Skadoosh Slush,Large,30%,0,26,17,0,0,250,107,2,67,3,10%,
Po's Skadoosh Slush,Large,0%,0,26,17,0,0,250,102,2,62,3,10%,
Zhen's Taro Treasure,Medium,100%,0,26,22,0,15,490,154,0,121,8,20%,
Zhen's Taro Treasure,Medium,70%,0,26,22,0,15,490,151,0,118,8,20%,
Zhen's Taro Treasure,Medium,50%,0,26,22,0,15,490,148,0,115,8,20%,
Zhen's Taro Treasure,Medium,30%,0,26,22,0,15,490,146,0,113,8,20%,
Zhen's Taro Treasure,Medium,0%,0,26,22,0,15,490,141,0,108,8,20%,
Zhen's Taro Treasure,Large,100%,0,29,25,0,15,510,173,<1,134,8,20%,
Zhen's Taro Treasure,Large,70%,0,29,25,0,15,510,168,<1,129,8,20%,
Zhen's Taro Treasure,Large,50%,0,29,25,0,15,510,164,<1,126,8,20%,
Zhen's Taro Treasure,Large,30%,0,29,25,0,15,510,161,<1,123,8,20%,
Zhen's Taro Treasure,Large,0%,0,29,25,0,15,510,155,<1,118,8,20%,
Chameleon's Sesame Matcha,Medium,100%,0,12,5,0,30,130,77,1,53,13,15%,
Chameleon's Sesame Matcha,Large,100%,0,14,5,0,30,135,84,1,58,14,15%,
Cereal Milk Cronch,Medium,100%,0,10,1,0,0,250,57,2,30,4,15%,
Cereal Milk Cronch,Medium,70%,0,10,1,0,0,240,54,2,27,4,15%,
Cereal Milk Cronch,Medium,50%,0,10,1,0,0,240,50,2,24,4,15%,
Cereal Milk Cronch,Medium,30%,0,10,1,0,0,240,48,2,22,4,15%,
Cereal Milk Cronch,Medium,0%,0,10,1,0,0,240,43,2,18,4,15%,
Cereal Milk Cronch,Large,100%,0,14,1,0,0,330,77,3,40,5,20%,
Cereal Milk Cronch,Large,70%,0,13,1,0,0,330,71,3,35,5,20%,
Cereal Milk Cronch,Large,50%,0,13,1,0,0,330,68,3,32,5,20%,
Cereal Milk Cronch,Large,30%,0,13,1,0,0,330,65,3,28,5,20%,
Cereal Milk Cronch,Large,0%,0,13,1,0,0,330,59,3,24,5,20%,
Cereal Milk Cronch,Hot,100%,0,14,1,0,0,330,72,3,35,5,20%,
Cereal Milk Cronch,Hot,70%,0,14,1,0,0,330,68,3,32,5,20%,
Cereal Milk Cronch,Hot,50%,0,13,1,0,0,330,65,3,29,5,20%,
Cereal Milk Cronch,Hot,30%,0,13,1,0,0,330,63,3,27,5,20%,
Cereal Milk Cronch,Hot,0%,0,13,1,0,0,330,60,3,24,5,20%,
Chai Milk Tea,Medium,100%,0,5,1,0,0,55,35,0,29,1,10%,
Chai Milk Tea,Medium,70%,0,5,1,0,0,55,27,0,21,1,10%,
Chai Milk Tea,Medium,50%,0,4,1,0,0,55,21,0,16,1,10%,
Chai Milk Tea,Medium,30%,0,4,1,0,0,55,18,0,13,1,10%,
Chai Milk Tea,Medium,0%,0,4,1,0,0,55,9,0,5,1,10%,
Chai Milk Tea,Large,100%,0,6,1,0,0,75,47,<1,39,1,15%,
Chai Milk Tea,Large,70%,0,6,1,0,0,75,37,<1,30,1,15%,
Chai Milk Tea,Large,50%,0,6,1,0,0,75,30,<1,23,1,15%,
Chai Milk Tea,Large,30%,0,6,1,0,0,75,25,<1,19,1,15%,
Chai Milk Tea,Large,0%,0,6,1,0,0,75,13,<1,7,1,15%,
Chai Milk Tea,Hot,100%,0,8,1,0,0,100,51,<1,41,2,20%,
Chai Milk Tea,Hot,70%,0,8,1,0,0,95,41,<1,32,2,20%,
Chai Milk Tea,Hot,50%,0,8,1,0,0,95,34,<1,26,2,20%,
Chai Milk Tea,Hot,30%,0,7,1,0,0,95,29,<1,21,2,20%,
Chai Milk Tea,Hot,0%,0,7,1,0,0,95,17,<1,9,2,20%,
Ginger Milk,Medium,100%,0,4,1,0,0,65,46,0,39,1,10%,
Ginger Milk,Medium,70%,0,4,1,0,0,60,37,0,30,1,10%,
Ginger Milk,Large,100%,0,6,1,0,0,90,64,<1,55,1,15%,
Ginger Milk,Large,70%,0,6,1,0,0,90,55,<1,46,1,15%,
Ginger Milk,Hot,100%,0,7,1,0,0,115,68,<1,57,2,20%,
Ginger Milk,Hot,70%,0,5,0,0,0,110,60,0,51,2,15%,
Cocoa Cream Wow,Medium,100%,0,10,2,0,0,160,123,1,43,3,35%,
Cocoa Cream Wow,Large/Hot,100%,0,17,3,0,0,270,188,2,66,4,60%,
Oreo Wow,Medium,100%,0,21,4,0,0,310,106,3,46,5,40%,
Oreo Wow,Large/Hot,100%,0,30,5,0,0,450,154,4,67,7,60%,
Red Bean Wow,Medium,100%,0,14,2,0,0,190,108,3,51,5,40%,
Red Bean Wow,Large/Hot,100%,0,20,3,0,0,290,162,5,76,8,60%,
Herbal Jelly Wow,Medium,100%,0,10,2,0,0,480,125,1,71,3,30%,
Herbal Jelly Wow,Large/Hot,100%,0,17,3,0,0,570,165,2,87,4,50%,
Strawberry Milk Slush,Medium,100%,0,6,1,0,0,125,80,<1,58,1,15%,
Strawberry Milk Slush,Medium,70%,0,6,1,0,0,110,60,<1,43,1,15%,
Strawberry Milk Slush,Large,100%,0,8,1,0,0,180,116,1,83,2,20%,
Strawberry Milk Slush,Large,70%,0,8,1,0,0,170,101,1,73,2,20%,
Coffee Latte,Medium,100%,0,4,1,0,0,55,23,0,18,1,10%,
Coffee Latte,Medium,70%,0,4,1,0,0,55,20,0,15,1,10%,
Coffee Latte,Medium,50%,0,4,1,0,0,55,16,0,12,1,10%,
Coffee Latte,Medium,30%,0,4,1,0,0,55,14,0,10,1,10%,
Coffee Latte,Medium,0%,0,4,1,0,0,55,9,0,5,1,10%,
