Drink Name,Size,Sugar Level,Calories from Fat,Total Fat,Saturated Fat,Trans Fat,Cholesterol (mg),Sodium(mg),Carbohydrates,Fiber,Sugar,Protein,Calcium %,Allergen Statement (English)
Honey Oolong Milk Tea,Medium,70%,25,3,3,0,1,100,64,3,27,1,10%,
Honey Oolong Milk Tea,Medium,100%,25,3,3,0,1,100,74,3,37,1,10%,
Honey Oolong Milk Tea,Large,30%,40,4,4,0,1,150,72,5,20,2,15%,
Honey Oolong Milk Tea,Large,50%,40,4,4,0,1,150,83,5,32,2,15%,
Honey Oolong Milk Tea,Large,70%,40,4,4,0,1,150,93,5,39,2,15%,
Honey Oolong Milk Tea,Large,100%,40,4,4,0,1,150,109,5,53,2,15%,
Honey Oolong Milk Tea,Hot,100%,50,5,5,0,0,190,123,6,54,2,15%,
Almond Milk Tea,Medium,70%,10,1,1,0,0,40,27,1,14,0,4%,
Almond Milk Tea,Medium,100%,10,1,1,0,0,40,39,1,26,0,4%,
Almond Milk Tea,Large,70%,15,2,2,0,0,60,46,2,27,1,6%,
Almond Milk Tea,Large,100%,15,2,2,0,0,60,58,2,39,1,6%,
Almond Milk Tea,Hot,70%,25,3,3,0,1,100,67,3,34,1,10%,
Almond Milk Tea,Hot,100%,25,3,3,0,1,100,79,3,46,1,10%,
Winter Melon Milk Green Tea,Medium,70%,20,2,2,0,1,80,43,2,17,1,6%,
Winter Melon Milk Green Tea,Medium,100%,20,2,2,0,1,80,51,2,24,1,6%,
Winter Melon Milk Green Tea,Large,70%,25,3,3,0,1,105,56,3,22,1,10%,
Winter Melon Milk Green Tea,Large,100%,25,3,3,0,1,105,66,3,30,1,10%,
Winter Melon Milk Green Tea,Hot,70%,30,4,3,0,1,130,66,4,23,1,10%,
Winter Melon Milk Green Tea,Hot,100%,30,4,3,0,1,130,75,4,31,1,10%,
Rosehip Milk Tea,Medium,100%,20,2,2,0,0,90,60,2,34,1,6%,
Rosehip Milk Tea,Large,100%,25,3,3,0,0,120,80,3,46,1,10%,
Yogurt Green Tea,Medium,0%,0,0,0,0,0,30,24,0,22,2,8%,
Yogurt Green Tea,Medium,30%,0,0,0,0,0,30,33,0,31,2,8%,
Yogurt Green Tea,Medium,50%,0,0,0,0,0,30,38,0,34,2,8%,
Yogurt Green Tea,Medium,70%,0,0,0,0,0,30,43,0,38,2,8%,
Yogurt Green Tea,Medium,100%,0,0,0,0,0,30,52,0,48,2,8%,
Yogurt Green Tea,Large,0%,0,0,0,0,0,45,36,0,30,3,10%,
Yogurt Green Tea,Large,30%,0,0,0,0,0,45,50,0,47,3,10%,
Yogurt Green Tea,Large,50%,0,0,0,0,0,45,57,0,51,3,10%,
Yogurt Green Tea,Large,70%,0,0,0,0,0,45,64,0,58,3,10%,
Yogurt Green Tea,Large,100%,0,0,0,0,0,45,78,0,72,3,10%,
Yogurt Orange,Medium,0%,0,0,0,0,0,25,34,0,28,3,8%,
Yogurt Orange,Medium,30%,0,0,0,0,0,25,39,0,32,3,8%,
Yogurt Orange,Medium,50%,0,0,0,0,0,25,41,0,35,3,8%,
Yogurt Orange,Medium,70%,0,0,0,0,0,25,43,0,37,3,8%,
Yogurt Orange,Medium,100%,0,0,0,0,0,25,50,0,44,3,8%,
Yogurt Orange,Large,0%,0,0,0,0,0,30,47,0,38,4,10%,
Yogurt Orange,Large,30%,0,0,0,0,0,30,54,0,45,4,10%,
Yogurt Orange,Large,50%,0,0,0,0,0,30,59,0,50,4,10%,
Yogurt Orange,Large,70%,0,0,0,0,0,30,63,0,55,4,10%,
Yogurt Orange,Large,100%,0,0,0,0,0,30,70,0,61,4,10%,
Yogurt Grapefruit,Medium,0%,0,0,0,0,0,30,24,0,20,2,8%,
Yogurt Grapefruit,Medium,30%,0,0,0,0,0,30,31,0,27,2,8%,
Yogurt Grapefruit,Medium,50%,0,0,0,0,0,30,30,0,38,2,8%,
Yogurt Grapefruit,Medium,70%,0,0,0,0,0,30,45,0,41,2,8%,
Yogurt Grapefruit,Medium,100%,0,0,0,0,0,30,52,0,48,2,8%,
Yogurt Grapefruit,Large,0%,0,0,0,0,0,45,36,0,30,3,10%,
Yogurt Grapefruit,Large,30%,0,0,0,0,0,45,48,0,42,3,10%,
Yogurt Grapefruit,Large,50%,0,0,0,0,0,45,55,0,48,3,10%,
Yogurt Grapefruit,Large,70%,0,0,0,0,0,45,67,0,60,3,10%,
Yogurt Grapefruit,Large,100%,0,0,0,0,0,45,76,0,69,3,10%,
Signature Coffee,Medium,0%,15,2,1,0,0,14,19,2,2,1,4%,
Signature Coffee,Medium,30%,15,2,1,0,0,14,23,2,7,1,4%,
Signature Coffee,Medium,50%,15,2,1,0,0,14,26,2,9,1,4%,
Signature Coffee,Medium,70%,15,2,1,0,0,14,28,2,11,1,4%,
Signature Coffee,Medium,100%,15,2,1,0,0,14,33,2,16,1,4%,
Signature Coffee,Large,0%,20,2,2,0,28,100,28,2,3,1,6%,
Signature Coffee,Large,30%,20,2,2,0,28,100,35,2,10,1,6%,
Signature Coffee,Large,50%,20,2,2,0,28,100,37,2,13,1,6%,
Signature Coffee,Large,70%,20,2,2,0,28,100,42,2,17,1,6%,
Signature Coffee,Large,100%,20,2,2,0,28,100,47,2,22,1,6%,
Signature Coffee,Hot,0%,0,2,2,0,1,25,28,2,3,1,6%,
Signature Coffee,Hot,30%,0,2,2,0,1,25,33,2,8,1,6%,
Signature Coffee,Hot,50%,0,2,2,0,1,25,35,2,10,1,6%,
Signature Coffee,Hot,70%,0,2,2,0,1,25,37,2,13,1,6%,
Signature Coffee,Hot,100%,0,2,2,0,1,25,42,2,17,1,6%,
Coffee Latte,Medium,0%,35,4,2,0,18,73,6,0,6,4,15%,
Coffee Latte,Medium,30%,35,4,2,0,18,73,13,0,13,4,15%,
Coffee Latte,Medium,50%,35,4,2,0,18,73,15,0,15,4,15%,
Coffee Latte,Medium,70%,35,4,2,0,18,73,20,0,20,4,15%,
Coffee Latte,Medium,100%,35,4,2,0,18,73,25,0,24,4,15%,
Coffee Latte,Large,0%,49,5,3,0,26,102,9,0,9,5,20%,
Coffee Latte,Large,30%,49,5,3,0,26,102,18,0,18,5,20%,
Coffee Latte,Large,50%,49,5,3,0,26,103,23,0,22,5,20%,
Coffee Latte,Large,70%,49,5,3,0,26,103,27,0,27,5,20%,
Coffee Latte,Large,100%,49,5,3,0,26,103,37,0,36,5,20%,
Coffee Latte,Hot,0%,64,7,4,0,33,128,11,0,11,7,30%,
Coffee Latte,Hot,30%,64,7,4,0,33,128,16,0,16,7,30%,
Coffee Latte,Hot,50%,64,7,4,0,33,128,18,0,18,7,30%,
Coffee Latte,Hot,70%,64,7,4,0,33,128,20,0,20,7,30%,
Coffee Latte,Hot,100%,64,7,4,0,33,129,25,0,25,7,30%,
Mocha,Medium,0%,35,4,2,0,18,80,24,0,21,4,15%,
Mocha,Medium,30%,35,4,2,0,18,80,29,0,26,4,15%,
Mocha,Medium,50%,35,4,2,0,18,80,29,0,26,4,15%,
Mocha,Medium,70%,35,4,2,0,18,80,31,0,28,4,15%,
Mocha,Medium,100%,35,4,2,0,18,80,36,0,33,4,15%,
Mocha,Large,0%,49,5,3,0,26,116,41,1,36,5,20%,
Mocha,Large,30%,49,5,3,0,26,116,48,1,42,5,20%,
Mocha,Large,50%,49,5,3,0,26,116,50,1,45,5,20%,
Mocha,Large,70%,49,5,3,0,26,116,55,1,49,5,20%,
Mocha,Large,100%,49,5,3,0,26,116,59,1,54,5,20%,
Mocha,Hot,0%,64,7,4,0,33,139,38,0,34,7,30%,
Mocha,Hot,30%,64,7,4,0,33,139,42,0,38,7,30%,
Mocha,Hot,50%,64,7,4,0,33,139,42,0,38,7,30%,
Mocha,Hot,70%,64,7,4,0,33,139,42,0,38,7,30%,
Mocha,Hot,100%,64,7,4,0,33,140,45,0,40,7,30%,
Cappuccino,Medium,0%,35,4,2,0,18,73,6,0,6,4,15%,
Cappuccino,Medium,30%,35,4,2,0,18,73,13,0,13,4,15%,
Cappuccino,Medium,50%,35,4,2,0,18,73,15,0,15,4,15%,
Cappuccino,Medium,70%,35,4,2,0,18,73,20,0,20,4,15%,
Cappuccino,Medium,100%,35,4,2,0,18,73,25,0,24,4,15%,
Cappuccino,Large,0%,49,5,3,0,26,102,9,0,9,5,20%,
Cappuccino,Large,30%,49,5,3,0,26,102,16,0,15,5,20%,
Cappuccino,Large,50%,49,5,3,0,26,103,20,0,20,5,20%,
Cappuccino,Large,70%,49,5,3,0,26,103,25,0,25,5,20%,
Cappuccino,Large,100%,49,5,3,0,26,103,32,0,32,5,20%,
Cappuccino,Hot,0%,64,7,4,0,33,128,11,0,11,7,30%,
Cappuccino,Hot,30%,64,7,4,0,33,128,16,0,16,7,30%,
Cappuccino,Hot,50%,64,7,4,0,33,128,18,0,18,7,30%,
Cappuccino,Hot,70%,64,7,4,0,33,128,20,0,20,7,30%,
Cappuccino,Hot,100%,64,7,4,0,33,129,25,0,25,7,30%,
Caramel Macchiato,Medium,0%,0,1,1,0,0,14,36,2,19,1,4%,
Caramel Macchiato,Medium,30%,0,1,1,0,0,14,41,2,24,1,4%,
Caramel Macchiato,Medium,50%,0,1,1,0,0,14,41,2,24,1,4%,
Caramel Macchiato,Medium,70%,0,1,1,0,0,14,41,2,24,1,4%,
Caramel Macchiato,Medium,100%,0,1,1,0,0,14,43,2,26,1,4%,
Caramel Macchiato,Large,0%,0,2,2,0,1,25,56,2,31,1,6%,
Caramel Macchiato,Large,30%,0,2,2,0,1,25,61,2,35,1,6%,
Caramel Macchiato,Large,50%,0,2,2,0,1,25,61,2,35,1,6%,
Caramel Macchiato,Large,70%,0,2,2,0,1,25,63,2,37,1,6%,
Caramel Macchiato,Large,100%,0,2,2,0,1,25,68,2,42,1,6%,
Caramel Macchiato,Hot,0%,0,2,2,0,1,25,46,2,20,1,6%,
Caramel Macchiato,Hot,30%,0,2,2,0,1,25,50,2,25,1,6%,
Caramel Macchiato,Hot,50%,0,2,2,0,1,25,50,2,25,1,6%,
Caramel Macchiato,Hot,70%,0,2,2,0,1,25,50,2,25,1,6%,
Caramel Macchiato,Hot,100%,0,2,2,0,1,25,53,2,27,1,6%,
Coffee Slush,Medium,0%,25,3,3,0,0,100,37,3,4,1,10%,
Coffee Slush,Medium,30%,25,3,3,0,0,100,49,3,16,1,10%,
Coffee Slush,Medium,50%,25,3,3,0,0,100,54,3,21,1,10%,
Coffee Slush,Medium,70%,25,3,3,0,0,100,61,3,27,1,10%,
Coffee Slush,Medium,100%,25,,,,0,100,,,,,10%,
Coffee Slush,Large,0%,40,4,4,0,0,150,56,5,7,2,15%,
Coffee Slush,Large,30%,40,4,4,0,0,150,70,5,20,2,15%,
Coffee Slush,Large,50%,40,4,4,0,0,150,68,5,18,2,15%,
Coffee Slush,Large,70%,40,4,4,0,0,150,89,5,39,2,15%,
Coffee Slush,Large,100%,40,0,0,0,0,150,42,0,35,0,15%,
Caramel Macchiato Slush,Medium,0%,25,3,3,0,0,100,52,3,18,1,10%,
Caramel Macchiato Slush,Medium,30%,25,0,3,0,0,100,57,3,23,1,10%,
Caramel Macchiato Slush,Medium,50%,25,3,3,0,0,100,61,3,27,1,10%,
Caramel Macchiato Slush,Medium,70%,25,3,3,0,0,100,33,3,32,1,10%,
Caramel Macchiato Slush,Medium,100%,25,0,0,0,0,100,71,3,36,1,10%,
Caramel Macchiato Slush,Large,0%,40,4,4,,,150,78,5,27,2,15%,
Caramel Macchiato Slush,Large,30%,40,4,4,0,0,150,87,0,36,2,15%,
Caramel Macchiato Slush,Large,50%,40,4,4,0,0,150,92,5,41,2,15%,
Caramel Macchiato Slush,Large,70%,40,4,4,0,0,150,97,5,45,2,15%,
Caramel Macchiato Slush,Large,100%,40,0,0,0,0,150,106,0,55,1,15%,
Italian Mocha Slush,Medium,0%,25,3,3,0,0,110,55,4,19,1,10%,
Italian Mocha Slush,Medium,30%,25,3,3,0,0,110,62,4,26,1,10%,
Italian Mocha Slush,Medium,50%,25,3,3,0,0,110,67,4,30,1,10%,
Italian Mocha Slush,Medium,70%,25,3,3,0,0,110,71,4,35,1,10%,
Italian Mocha Slush,Medium,100%,25,,3,,0,110,78,,,,10%,
Italian Mocha Slush,Large,0%,40,4,4,0,0,170,88,6,33,2,15%,
Italian Mocha Slush,Large,30%,40,4,4,0,0,170,99,6,44,2,15%,
Italian Mocha Slush,Large,50%,40,4,4,0,0,170,104,6,49,2,15%,
Italian Mocha Slush,Large,70%,40,4,4,0,0,170,111,6,56,2,15%,
Italian Mocha Slush,Large,100%,40,,,,0,170,123,6,67,,15%,
Coffee Wow Milk Cap,Medium,100%,190,21,9,0,25,390,39,0,18,3,40%,
Coffee Wow Milk Cap,Medium,70%,190,21,9,0,25,390,34,0,14,3,40%,
Coffee Wow Milk Cap,Medium,50%,190,21,9,0,25,390,32,0,11,3,40%,
Coffee Wow Milk Cap,Medium,30%,190,21,9,0,25,390,29,0,9,3,40%,
Coffee Wow Milk Cap,Medium,0%,190,21,9,0,25,390,25,0,5,3,40%,
Coffee Wow Milk Cap,Large,100%,190,21,9,0,25,390,43,0,23,3,40%,
Coffee Wow Milk Cap,Large,70%,190,21,9,0,25,390,39,0,18,3,40%,
Coffee Wow Milk Cap,Large,50%,190,21,9,0,25,390,34,0,14,3,40%,
Coffee Wow Milk Cap,Large,30%,190,21,9,0,25,390,29,0,9,3,40%,
Coffee Wow Milk Cap,Large,0%,190,21,9,0,25,390,25,0,5,3,40%,
Coffee Wow Milk Cap,Hot,100%,190,21,9,0,25,390,39,0,18,3,40%,
Coffee Wow Milk Cap,Hot,70%,190,21,9,0,25,390,34,0,14,3,40%,
Coffee Wow Milk Cap,Hot,50%,190,21,9,0,25,390,32,0,11,3,40%,
Coffee Wow Milk Cap,Hot,30%,190,21,9,0,25,390,29,0,9,3,40%,
Coffee Wow Milk Cap,Hot,0%,190,21,9,0,25,390,25,0,5,3,40%,
Chai Milk,Medium,0%,35,4,2,0,18,62,6,0,6,4,15%,
Chai Milk,Medium,30%,35,4,2,0,18,63,18,0,18,4,15%,
Chai Milk,Medium,50%,35,4,2,0,18,63,22,0,22,4,15%,
Chai Milk,Medium,70%,35,4,2,0,18,63,30,0,29,4,15%,
Chai Milk,Medium,100%,35,4,2,0,18,63,41,0,41,4,15%,
Chai Milk,Large,0%,49,5,3,0,26,88,9,0,9,5,20%,
Chai Milk,Large,30%,49,5,3,0,26,89,23,0,22,5,20%,
Chai Milk,Large,50%,49,5,3,0,26,89,32,0,32,5,20%,
Chai Milk,Large,70%,49,5,3,0,26,89,41,0,41,5,20%,
Chai Milk,Large,100%,49,5,3,0,26,89,56,0,55,5,20%,
Chai Milk,Hot,0%,64,7,4,0,33,114,11,0,11,7,30%,
Chai Milk,Hot,30%,64,7,4,0,33,115,25,0,25,7,30%,
Chai Milk,Hot,50%,64,7,4,0,33,115,35,0,34,7,30%,
Chai Milk,Hot,70%,64,7,4,0,33,115,44,0,43,7,30%,
Chai Milk,Hot,100%,64,7,4,0,33,115,58,0,57,7,30%,
Ginger Milk,Medium,70%,42,5,3,0,18,87,36,<1,25,4,15%,
Ginger Milk,Medium,100%,42,5,3,0,18,87,41,1,30,4,15%,
Ginger Milk,Large,70%,60,7,5,0,25,103,63,1,45,6,20%,
Ginger Milk,Large,100%,61,7,5,0,25,129,71,1,52,6,20%,
Ginger Milk,Hot,70%,76,7,6,0,32,155,65,0,47,8,30%,
Ginger Milk,Hot,100%,76,8,6,0,32,155,73,1,54,8,30%,
Cocoa Cream Wow,Medium,100%,67,7,5,0,34,128,51,0,30,7,20%,
Cocoa Cream Wow,Large,100%,131,14,9,0,68,249,83,0,50,14,35%,
Cocoa Cream Wow,Hot,100%,110,12,8,0,55,190,20,0,18,12,35%,
Oreo Wow,Medium,100%,80,8,5,0,30,164,56,1,33,8,25%,
Oreo Wow,Large,100%,120,13,7,0,50,254,88,1,49,13,40%,
Oreo Wow,Hot,100%,150,16,0,0,60,304,93,1,54,16,50%,
Red Bean Wow,Medium,100%,47,5,3,0,24,95,77,2,46,7,20%,
Red Bean Wow,Large,100%,77,8,5,0,40,154,117,2,71,12,35%,
Red Bean Wow,Hot,100%,103,11,7,0,53,199,121,2,75,14,45%,
Herbal Jelly Wow,Medium,100%,25,3,2,0,13,147,58,0,34,3,10%,
Herbal Jelly Wow,Large,100%,44,5,3,0,23,231,89,0,52,5,20%,
Herbal Jelly Wow,Hot,100%,70,7,5,0,36,276,93,0,57,8,30%,
Matcha Milk,Medium,100%,25,13,4,0,13,44,64,0,49,13,15%,
Matcha Milk,Large,100%,35,17,6,0,18,62,85,0,65,17,20%,
Matcha Milk,Hot,100%,73,13,6,0,38,130,44,0,37,13,60%,
Sesame Matcha,Medium,100%,110,12,5,0,30,125,44,0,31,11,25%,
Sesame Matcha,Large,100%,130,15,6,0,35,160,56,0,39,14,30%,
Sesame Matcha,Hot,100%,130,15,6,0,35,160,56,0,39,14,30%,
Cocoa,Medium,100%,160,17,14,0,35,210,64,3,48,11,30%,
Cocoa,Medium,70%,160,17,14,0,35,210,54,3,39,11,30%,
Cocoa,Medium,50%,160,17,14,0,35,210,47,3,32,11,30%,
Cocoa,Medium,30%,160,17,14,0,35,210,40,3,25,11,30%,
Cocoa,Medium,0%,160,17,14,0,35,210,33,3,18,11,30%,
Cocoa,Large,100%,200,22,17,0,45,260,85,4,64,14,40%,
Cocoa,Large,70%,200,22,17,0,45,260,70,4,50,14,40%,
Cocoa,Large,50%,200,22,17,0,45,260,63,4,43,14,40%,
Cocoa,Large,30%,200,22,17,0,45,260,45,4,36,14,40%,
Cocoa,Large,0%,200,22,17,0,45,260,42,4,22,14,40%,
Cocoa,Hot,100%,160,17,14,0,35,210,52,3,36,11,30%,
Cocoa,Hot,70%,160,17,14,0,35,210,47,3,32,11,30%,
Cocoa,Hot,50%,160,17,14,0,35,210,42,3,27,11,30%,
Cocoa,Hot,30%,160,17,14,0,35,210,38,3,22,11,30%,
Cocoa,Hot,0%,160,17,14,0,35,210,33,3,18,11,30%,
Black Tea Wow Milk Cap,Medium,100%,190,21,9,0,25,390,41,0,21,3,40%,
Black Tea Wow Milk Cap,Medium,70%,190,21,9,0,25,390,36,0,16,3,40%,
Black Tea Wow Milk Cap,Medium,50%,190,21,9,0,25,390,32,0,11,3,40%,
Black Tea Wow Milk Cap,Medium,30%,190,21,9,0,25,390,29,0,9,3,40%,
Black Tea Wow Milk Cap,Medium,0%,190,21,9,0,25,390,25,0,5,3,40%,
Black Tea Wow Milk Cap,Large,100%,190,21,9,0,25,390,48,0,28,3,40%,
Black Tea Wow Milk Cap,Large,70%,190,21,9,0,25,390,41,0,21,3,40%,
Black Tea Wow Milk Cap,Large,50%,190,21,9,0,25,390,36,0,16,3,40%,
Black Tea Wow Milk Cap,Large,30%,190,21,9,0,25,390,32,0,11,3,40%,
Black Tea Wow Milk Cap,Large,0%,190,21,9,0,25,390,25,0,5,3,40%,
Black Tea Wow Milk Cap,Hot,100%,190,21,9,0,25,390,60,0,39,3,40%,
Black Tea Wow Milk Cap,Hot,70%,190,21,9,0,25,390,48,0,28,3,40%,
Black Tea Wow Milk Cap,Hot,50%,190,21,9,0,25,390,41,0,21,3,40%,
Black Tea Wow Milk Cap,Hot,30%,190,21,9,0,25,390,36,0,16,3,40%,
Black Tea Wow Milk Cap,Hot,0%,190,21,9,0,25,390,25,0,5,3,40%,
Green Tea Wow Milk Cap,Medium,100%,190,21,9,0,25,390,41,0,21,3,40%,
Green Tea Wow Milk Cap,Medium,70%,190,21,9,0,25,390,36,0,16,3,40%,
Green Tea Wow Milk Cap,Medium,50%,190,21,9,0,25,390,32,0,11,3,40%,
Green Tea Wow Milk Cap,Medium,30%,190,21,9,0,25,390,29,0,9,3,40%,
Green Tea Wow Milk Cap,Medium,0%,190,21,9,0,25,390,25,0,5,3,40%,
Green Tea Wow Milk Cap,Large,100%,190,21,9,0,25,390,48,0,28,3,40%,
Green Tea Wow Milk Cap,Large,70%,190,21,9,0,25,390,41,0,21,3,40%,
Green Tea Wow Milk Cap,Large,50%,190,21,9,0,25,390,36,0,16,3,40%,
Green Tea Wow Milk Cap,Large,30%,190,21,9,0,25,390,32,0,11,3,40%,
Green Tea Wow Milk Cap,Large,0%,190,21,9,0,25,390,25,0,5,3,40%,
Green Tea Wow Milk Cap,Hot,100%,190,21,9,0,25,390,60,0,39,3,40%,
Green Tea Wow Milk Cap,Hot,70%,190,21,9,0,25,390,48,0,28,3,40%,
Green Tea Wow Milk Cap,Hot,50%,190,21,9,0,25,390,41,0,21,3,40%,
Green Tea Wow Milk Cap,Hot,30%,190,21,9,0,25,390,36,0,16,3,40%,
Green Tea Wow Milk Cap,Hot,0%,190,21,9,0,25,390,25,0,5,3,40%,
Oolong Tea Wow Milk Cap,Medium,100%,190,21,9,0,25,390,41,0,21,3,40%,
Oolong Tea Wow Milk Cap,Medium,70%,190,21,9,0,25,390,36,0,16,3,40%,
Oolong Tea Wow Milk Cap,Medium,50%,190,21,9,0,25,390,32,0,11,3,40%,
Oolong Tea Wow Milk Cap,Medium,30%,190,21,9,0,25,390,29,0,9,3,40%,
Oolong Tea Wow Milk Cap,Medium,0%,190,21,9,0,25,390,25,0,5,3,40%,
Oolong Tea Wow Milk Cap,Large,100%,190,21,9,0,25,390,48,0,28,3,40%,
Oolong Tea Wow Milk Cap,Large,70%,190,21,9,0,25,390,41,0,21,3,40%,
Oolong Tea Wow Milk Cap,Large,50%,190,21,9,0,25,390,36,0,16,3,40%,
Oolong Tea Wow Milk Cap,Large,30%,190,21,9,0,25,390,32,0,11,3,40%,
Oolong Tea Wow Milk Cap,Large,0%,190,21,9,0,25,390,25,0,5,3,40%,
Oolong Tea Wow Milk Cap,Hot,100%,190,21,9,0,25,390,60,0,39,3,40%,
Oolong Tea Wow Milk Cap,Hot,70%,190,21,9,0,25,390,48,0,28,3,40%,
Oolong Tea Wow Milk Cap,Hot,50%,190,21,9,0,25,390,41,0,21,3,40%,
Oolong Tea Wow Milk Cap,Hot,30%,190,21,9,0,25,390,36,0,16,3,40%,
Oolong Tea Wow Milk Cap,Hot,0%,190,21,9,0,25,390,25,0,5,3,40%,
Roasted Chestnut Milk Tea,Medium,100%,15,2,2,0,0,55,56,2,34,<1,4%,
Roasted Chestnut Milk Tea,Medium,70%,15,2,2,0,0,55,52,2,30,<1,4%,
Roasted Chestnut Milk Tea,Medium,2%,15,2,2,0,0,55,51,2,29,<1,4%,
Roasted Chestnut Milk Tea,Large,100%,20,3,2,0,0,80,71,3,40,<1,6%,
Roasted Chestnut Milk Tea,Large,70%,20,3,2,0,0,80,67,3,36,<1,6%,
Roasted Chestnut Milk Tea,Large,2%,20,3,2,0,0,80,66,3,35,<1,6%,
Roasted Chestnut Milk Tea,Hot,100%,30,4,3,0,0,115,93,4,49,1,8%,
Roasted Chestnut Milk Tea,Hot,70%,30,4,3,0,0,115,89,4,46,1,8%,
Roasted Chestnut Milk Tea,Hot,2%,30,3,3,0,0,115,88,4,44,1,8%,
Roasted Chestnut Slush,Medium,100%,45,5,4,0,15,120,73,3,41,4,15%,
Roasted Chestnut Slush,Medium,70%,45,5,4,0,15,120,69,3,38,4,15%,
Roasted Chestnut Slush,Medium,2%,45,5,4,0,15,120,67,3,36,4,15%,
Roasted Chestnut Slush,Large,100%,60,7,5,0,15,170,95,4,52,5,20%,
Roasted Chestnut Slush,Large,70%,60,7,5,0,15,170,92,4,48,5,20%,
Roasted Chestnut Slush,Large,2%,60,7,5,0,15,170,90,4,47,5,20%,
Boosted Strawberry Lemonade,Large,100%,0,0,0,0,0,90,73,0,59,0,0%,
Boosted Strawberry Lemonade,Large,70%,0,0,0,0,0,90,70,0,56,0,0%,
Boosted Strawberry Lemonade,Large,50%/30%,0,0,0,0,0,90,68,0,54,0,0%,
Boosted Strawberry Lemonade,Large,0%,0,0,0,0,0,90,65,0,51,0,0%,
Boosted Guava Mango Slush,Large,100%,0,0,0,0,0,135,88,0,72,0,0%,
Strawberry Milk Tea,Medium,100%,20,2,2,0,0,120,120,3,56,<1,6%,
Strawberry Milk Tea,Medium,70%,20,2,2,0,0,120,90,3,51,<1,6%,
Strawberry Milk Tea,Medium,50%,20,2,2,0,0,120,87,3,48,<1,6%,
Strawberry Milk Tea,Medium,30%,20,2,2,0,0,120,84,3,45,<1,6%,
Strawberry Milk Tea,Medium,0%,20,2,2,0,0,120,79,3,40,<1,6%,
Strawberry Milk Tea,Large,100%,30,4,3,0,0,170,135,4,79,1,8%,
Strawberry Milk Tea,Large,70%,30,3,3,0,0,170,129,4,73,1,8%,
Strawberry Milk Tea,Large,50%,30,3,3,0,0,170,122,4,66,1,8%,
Strawberry Milk Tea,Large,30%,30,3,3,0,0,170,119,4,64,1,8%,
Strawberry Milk Tea,Large,0%,30,3,3,0,0,170,110,4,56,1,8%,
Mango Milk Tea,Medium,100%,20,2,2,0,0,160,105,3,63,<1,6%,
Mango Milk Tea,Medium,70%,20,2,2,0,0,160,101,3,59,<1,6%,
Mango Milk Tea,Medium,30%/50%,20,2,2,0,0,160,98,3,57,<1,6%,
Mango Milk Tea,Medium,0%,20,2,2,0,0,160,91,3,50,<1,6%,
Mango Milk Tea,Large,100%,30,3,3,0,0,220,143,4,84,1,8%,
Mango Milk Tea,Large,70%,30,3,3,0,0,220,137,4,79,1,8%,
Mango Milk Tea,Large,50%,30,3,3,0,0,220,134,4,76,1,8%,
Mango Milk Tea,Large,30%,30,3,3,0,0,220,131,4,73,1,8%,
Mango Milk Tea,Large,0%,30,3,3,0,0,220,125,4,68,1,8%,
Peach Milk Tea,Medium,70%/100%,20,2,2,0,0,80,75,3,43,<1,6%,
Peach Milk Tea,Medium,30%/50%,20,2,2,0,0,80,64,3,34,<1,6%,
Peach Milk Tea,Medium,0%,20,2,2,0,0,80,54,3,24,<1,6%,
Peach Milk Tea,Large,100%,30,3,3,0,0,115,108,4,62,1,8%,
Peach Milk Tea,Large,70%,30,3,3,0,0,115,97,4,53,1,8%,
Peach Milk Tea,Large,30%/50%,30,3,3,0,0,115,87,4,44,1,8%,
Peach Milk Tea,Large,0%,30,3,3,0,0,115,76,4,34,1,8%,
Taro Slush,Medium,0%,25,3,3,0,0,125,94,3,60,1,10%,
Taro Slush,Medium,30%,25,3,3,0,0,125,101,3,67,1,10%,
Taro Slush,Medium,50%,25,3,3,0,0,125,106,3,72,1,10%,
Taro Slush,Medium,70%,25,3,3,0,0,125,111,3,77,1,10%,
Taro Slush,Medium,100%,25,3,3,0,0,125,118,3,84,1,10%,
Taro Slush,Large,0%,30,4,4,0,0,160,113,4,71,1,10%,
Taro Slush,Large,30%,30,4,4,0,0,160,123,4,80,1,10%,
Taro Slush,Large,50%,30,4,4,0,0,160,127,4,85,1,10%,
Taro Slush,Large,70%,30,4,4,0,0,160,134,4,92,1,10%,
Taro Slush,Large,100%,30,4,4,0,0,160,144,4,101,1,10%,
Red Bean Slush,Medium,0%,0,0,0,0,0,0,87,4,59,6,4%,
Red Bean Slush,Medium,30%,0,0,0,0,0,0,94,4,66,6,4%,
Red Bean Slush,Medium,50%,0,0,0,0,0,0,99,4,71,6,4%,
Red Bean Slush,Medium,70%,0,0,0,0,0,0,104,4,76,6,4%,
Red Bean Slush,Medium,100%,0,0,0,0,0,0,111,4,82,6,4%,
Red Bean Slush,Large,30%,0,0,0,0,0,5,128,5,91,8,6%,
Red Bean Slush,Large,50%,0,0,0,0,0,5,133,5,95,8,6%,
Red Bean Slush,Large,70%,0,0,0,0,0,5,140,5,102,8,6%,
Red Bean Slush,Large,100%,0,0,0,0,0,5,151,5,114,8,6%,
Mango Slush,Medium,100%,0,0,0,0,0,40,66,<1,59,0,0%,
Mango Slush,Large,100%,0,0,0,0,0,60,95,1,84,0,0%,
